,id,original_title,collection
552,1499,Teenage Mutant Ninja Turtles III,Teenage Mutant Ninja Turtles (Original) Collection
553,11690,Bloodsport,Bloodsport Collection
554,11520,Grumpy Old Men,Grumpy Old Men Collection
555,990,The Hustler,The Hustler Collection
556,11478,The Skulls,The Skulls Collection
557,11356,The Odd Couple,The Odd Couple Collection
558,17339,Force 10 from Navarone,Navarone Collection
559,26879,How to Stuff a Wild Bikini,Beach Party Collection
560,13665,Arthur,Arthur Collection
561,12309,Bachelor Party,Bachelor Party Collection
562,106,Predator,Predator Collection
563,1359,American Psycho,American Psycho Collection
564,10557,East Is East,East is East Collection
565,11977,Caddyshack,Caddyshack Collection
566,9456,The Crow: Salvation,The Crow Collection
567,889,The Flintstones in Viva Rock Vegas,The Flintstones (Live-Action) Collection
568,452,Idioterne,Heart of Gold Collection
569,39283,Carnosaur,Carnosaur Collection
570,65460,Carnosaur 2,Carnosaur Collection
571,55667,Carnosaur 3: Primal Species,Carnosaur Collection
572,12476,The Hidden,Hidden Collection
573,16395,Inferno,The Three Mothers Collection
574,5608,"Die Nibelungen, Teil 1: Siegfried",Die Nibelungen Filmreihe
575,10560,Center Stage,Center Stage Collection
576,5683,Pee-wee's Big Adventure,Pee-wee's Collection
577,14906,Saludos Amigos,Caballeros Collection
578,9285,Road Trip,Road Trip Collection
579,955,Mission: Impossible II,Mission: Impossible Collection
580,8584,Shanghai Noon,Shanghai Noon Collection
581,668,On Her Majesty's Secret Service,James Bond Collection
582,691,The Spy Who Loved Me,James Bond Collection
583,698,Moonraker,James Bond Collection
584,682,The Man with the Golden Gun,James Bond Collection
585,9600,Big Momma's House,Big Momma's House Collection
586,21,The Endless Summer,The Endless Summer Collection
587,10911,The Guns of Navarone,Navarone Collection
588,26912,Quatermass and the Pit,Quatermass (Hammer series)
589,26278,Quatermass II,Quatermass (Hammer series)
590,26953,Puppet Master,Puppet Master Collection
591,26954,Puppet Master II,Puppet Master Collection
592,26956,Puppet Master III Toulon's Revenge,Puppet Master Collection
593,26957,Puppet Master 4,Puppet Master Collection
594,26958,Puppet Master 5: The Final Chapter,Puppet Master Collection
595,26959,Curse of the Puppet Master,Puppet Master Collection
596,26960,Retro Puppet Master,Puppet Master Collection
597,23069,Benji,The Benji Collection
598,21299,Benji the Hunted,The Benji Collection
599,38802,For the Love of Benji,The Benji Collection
600,21137,The Decline of Western Civilization,The Decline of Western Civilization Collection
601,36724,The Decline of Western Civilization Part II: The Metal Years,The Decline of Western Civilization Collection
602,938,Per qualche dollaro in più,The Man With No Name Collection
603,10648,Magnum Force,Dirty Harry Collection
604,10246,Porky's,Porky's Collection
605,19698,Porky's II: The Next Day,Porky's Collection
606,23919,Porky's Revenge,Porky's Collection
607,26554,Class of Nuke 'Em High,Nuke 'Em High Collection
608,15239,The Toxic Avenger,The Toxic Avenger Collection
609,28165,The Toxic Avenger Part II,The Toxic Avenger Collection
610,28169,The Toxic Avenger Part III: The Last Temptation of Toxie,The Toxic Avenger Collection
611,169,Predator 2,Predator Collection
612,10128,Alien Nation,Alien Nation Collection
613,9659,Mad Max,Mad Max Collection
614,8810,Mad Max 2,Mad Max Collection
615,9355,Mad Max Beyond Thunderdome,Mad Max Collection
616,10068,Nine 1/2 Weeks,9½ Weeks Collection
617,11495,Firestarter,Firestarter Collection
618,482,Shaft,Shaft Collection
619,479,Shaft,Shaft Collection
620,9873,F/X,F/X Collection
621,16820,F/X2,F/X Collection
622,15379,Missing in Action,Missing in Action Collection
623,12764,Missing in Action 2: The Beginning,Missing in Action Collection
624,27352,Braddock: Missing in Action III,Missing in Action Collection
625,17897,The Golden Voyage of Sinbad,The Sinbad Collection
626,16094,House Party,House Party Collection
627,16096,House Party 2,House Party Collection
628,11822,Nekromantik,Nekromantik Collection
629,494,Shaft in Africa,Shaft Collection
630,493,Shaft's Big Score!,Shaft Collection
631,4247,Scary Movie,Scary Movie Collection
632,36657,X-Men,X-Men Collection
633,12599,劇場版ポケットモンスター 幻のポケモン ルギア爆誕,Pokémon Collection
634,11940,Sinbad and the Eye of the Tiger,The Sinbad Collection
635,12107,Nutty Professor II: The Klumps,The Nutty Professor Collection
636,9383,Hollow Man,Hollow Man Collection
637,15158,Phantasm II,Phantasm Collection
638,16139,Phantasm III: Lord of the Dead,Phantasm Collection
639,16146,Phantasm IV: Oblivion,Phantasm Collection
640,26515,Pumpkinhead,Pumpkinhead Collection
641,13567,Sleepaway Camp,Sleepaway Camp Collection
642,20850,Ilsa: She Wolf of the SS,"Ilsa, She Wolf of the SS Collection"
643,8843,The Cell,The Cell Collection
644,10643,Gojira ni-sen mireniamu,Godzilla (Millennium) Collection
645,37136,The Naked Gun: From the Files of Police Squad!,Naked Gun Collection
646,37137,The Naked Gun 2½: The Smell of Fear,Naked Gun Collection
647,11398,The Art of War,The Art of War Collection
648,1588,Bring It On,Bring It On Collection
649,12211,Highlander: Endgame,Highlander Collection
650,1698,Anatomie,Anatomy Collection
651,12212,Urban Legends: Final Cut,Urban Legend
652,16,Dancer in the Dark,Heart of Gold Collection
653,9003,Hellraiser,Hellraiser Collection
654,9064,Hellbound: Hellraiser II,Hellraiser Collection
655,11569,Hellraiser III: Hell on Earth,Hellraiser Collection
656,26484,Beach Party,Beach Party Collection
657,39113,Bikini Beach,Beach Party Collection
658,38126,Return of the Fly,The Fly (1958 series)
659,53617,Pajama Party,Beach Party Collection
660,10973,Creature from the Black Lagoon,Creature From The Black Lagoon (Universal Series)
661,10787,The Invisible Man,The Invisible Man (Universal Series)
662,27475,The Slumber Party Massacre,The Slumber Party Massacre Collection
663,27764,Slumber Party Massacre II,The Slumber Party Massacre Collection
664,27767,Slumber Party Massacre III,The Slumber Party Massacre Collection
665,40760,Sorority House Massacre,The Sorority House Massacre Collection
666,40446,Sorority House Massacre II,The Sorority House Massacre Collection
667,20455,Digimon: The Movie,Digimon Collection
668,1597,Meet the Parents,Meet the Parents Collection
669,21142,Billy Jack,Billy Jack Collection
670,78140,Billy Jack Goes to Washington,Billy Jack Collection
671,18498,Ghoulies,Ghoulies Collection
672,28605,Ghoulies II,Ghoulies Collection
673,12207,醉拳二,Drunken Master Collection
674,11531,Book of Shadows: Blair Witch 2,Blair Witch Collection
675,4327,Charlie's Angels,Charlie's Angels Collection
676,681,Diamonds Are Forever,James Bond Collection
677,16340,Rugrats in Paris: The Movie,Rugrats Collection
678,10481,102 Dalmatians,101 Dalmatians (Live-Action) Collection
679,146,卧虎藏龙,"Crouching Tiger, Hidden Dragon Collection"
680,11849,Dungeons & Dragons,Dungeons & Dragons Collection
681,708,The Living Daylights,James Bond Collection
682,10673,Wall Street,Wall Street Collection
683,11688,The Emperor's New Groove,The Emperor's New Groove Collection
684,1493,Miss Congeniality,Miss Congeniality Collection
685,10577,Dracula 2000,Dracula 2000 Collection
686,15739,Annie,Annie Collection
687,9816,Save the Last Dance,Save The Last Dance Collection
688,96,Beverly Hills Cop II,Beverly Hills Cop Collection
689,90,Beverly Hills Cop,Beverly Hills Cop Collection
690,19933,The Brave Little Toaster,The Brave Little Toaster Collection
691,18935,Ernest Goes to Camp,Ernest Collection
692,764,The Evil Dead,Evil Dead Collection
693,580,Jaws: The Revenge,The Jaws Collection
694,1547,The Lost Boys,Lost Boys Collection
695,10019,Mannequin,Mannequin Collection
696,37302,Left Behind,Left Behind Collection
697,843,花樣年華,Wong Kar-Wai's Informal Collection
698,9740,Hannibal,The Hannibal Lecter Anthology
699,19405,Recess: School's Out,Disneys Große Pause
700,43332,Demetrius and the Gladiators,Demetrius Filmreihe
701,17965,The Abominable Dr. Phibes,Dr. Phibes Collection
702,11454,Manhunter,The Hannibal Lecter Anthology
703,14052,Revenge of the Nerds,Revenge of the Nerds Collection
704,16889,Revenge of the Nerds II: Nerds in Paradise,Revenge of the Nerds Collection
705,23730,C.H.U.D.,C.H.U.D. Collection
706,10054,Spy Kids,Spy Kids Collection
707,2043,Along Came a Spider,Alex Cross Collection
708,56715,Just Visiting,The Visitors Collection
709,10991,Pokémon 3: The Movie,Pokémon Collection
710,634,Bridget Jones's Diary,Bridget Jones Collection
711,10956,Joe Dirt,Joe Dirt Collection
712,9290,Crocodile Dundee in Los Angeles,Crocodile Dundee Collection
713,1734,The Mummy Returns,The Mummy Collection
714,808,Shrek,Shrek Collection
715,1406,City Slickers,City Slickers Collection
716,41050,La notte,Alienation Trilogy
717,966,The Magnificent Seven,The Magnificent Seven Collection
718,12639,Return of the Seven,The Magnificent Seven Collection
719,10865,Atlantis: The Lost Empire,Atlantis Collection
720,1995,Lara Croft: Tomb Raider,Tomb Raider Collection
721,10808,Dr. Dolittle 2,Dr. Dolittle Collection
722,9799,The Fast and the Furious,The Fast and the Furious Collection
723,60670,Les Rivières pourpres,The Crimson Rivers Collection
724,10992,Cats & Dogs,Cats & Dogs Collection
725,4248,Scary Movie 2,Scary Movie Collection
726,26483,Beach Blanket Bingo,Beach Party Collection
727,24382,I soliti ignoti,Totò Collection
728,11286,The Cannonball Run,Cannonball Run Collection
729,11950,Cannonball Run II,Cannonball Run Collection
730,12236,Speed Zone,Cannonball Run Collection
731,26573,Dr. Goldfoot and the Bikini Machine,Dr Goldfoot Collection
732,20075,Nice Dreams,Cheech & Chong Collection
733,20197,Things Are Tough All Over,Cheech & Chong Collection
734,11906,Suspiria,The Three Mothers Collection
735,2114,Final Fantasy: The Spirits Within,Final Fantasy Collection
736,8835,Legally Blonde,Legally Blonde Collection
737,26044,Arthur 2: On the Rocks,Arthur Collection
738,30502,Big Top Pee-wee,Pee-wee's Collection
739,18509,Caddyshack II,Caddyshack Collection
740,3980,Critters,Critters Collection
741,10127,Critters 2,Critters Collection
742,12702,Critters 3,Critters Collection
743,10651,The Dead Pool,Dirty Harry Collection
744,5680,"Elvira, Mistress of the Dark",Elvira Collection
745,26386,Ernest Saves Christmas,Ernest Collection
746,38500,Howling IV: The Original Nightmare,The Howling Collection
747,12144,The Land Before Time,The Land Before Time Collection
748,24929,Return of the Living Dead Part II,Return of the Living Dead Collection
749,10925,The Return of the Living Dead,Return of the Living Dead Collection
750,13965,Return to Snowy River,The Man From Snowy River Collection
751,24266,The Man from Snowy River,The Man From Snowy River Collection
752,11966,Short Circuit 2,Short Circuit Collection
753,2605,Short Circuit,Short Circuit Collection
754,41428,鉄男,Tetsuo Collection
755,29095,Waxwork,The Waxwork Collection
756,12500,American Ninja,American Ninja Collection
757,25678,American Ninja 2: The Confrontation,American Ninja Collection
758,25682,American Ninja 3: Blood Hunt,American Ninja Collection
759,32049,Best of the Best 2,Best of the Best Collection
760,1648,Bill & Ted's Excellent Adventure,Bill & Ted's Most Excellent Collection
761,53150,C.H.U.D. II: Bud the Chud,C.H.U.D. Collection
762,10134,Cyborg,Cyborg Collection
763,15142,Dream a Little Dream,Dream a Little Dream Collection
764,25005,Eddie and the Cruisers II: Eddie Lives!,Eddie and the Cruisers Collection
765,21721,Eddie and the Cruisers,Eddie and the Cruisers Collection
766,10345,K-9,K-9 Collection
767,10222,Kickboxer,Kickboxer Collection
768,9494,Look Who's Talking,Look Who's Talking Collection
769,9942,Major League,Major League Collection
770,331,Jurassic Park III,Jurassic Park Collection
771,19142,The Return of Swamp Thing,Swamp Thing Collection
772,41946,The Return of the Musketeers,The Musketeers Collection
773,10135,Road House,Road House Collection
774,30666,Stepfather II: Make Room For Daddy,The Stepfather Collection
775,25155,The Stepfather,The Stepfather Collection
776,11342,Warlock,Warlock Collection
777,24126,Warlock: The Armageddon,Warlock Collection
778,8494,Weekend at Bernie's II,Weekend at Bernie's Collection
779,27813,Basket Case,Basket Case Collection
780,9880,The Princess Diaries,The Princess Diaries Collection
781,5175,Rush Hour 2,Rush Hour Collection
782,4484,La Cage aux folles,La cage aux folles
783,11684,La Cage aux folles II,La cage aux folles
784,17169,Any Which Way You Can,Philo & Clyde Collection
785,2770,American Pie 2,American Pie Collection
786,8922,Jeepers Creepers,Jeepers Creepers Collection
787,16314,3 Ninjas,3 Ninjas Collection
788,18885,3 Ninjas Kick Back,3 Ninjas Collection
789,40508,3 Ninjas Knuckle Up,3 Ninjas Collection
790,30379,Megiddo: The Omega Code 2,Omega Code Series
791,35200,The Return of a Man Called Horse,A Man Called Horse Collection
792,9398,Zoolander,Zoolander Collection
793,10866,Joy Ride,Joy Ride Collection
794,166,La Boum,The Party Collection
795,13612,Cheech & Chong's Next Movie,Cheech & Chong Collection
796,984,Dirty Harry,Dirty Harry Collection
797,141,Donnie Darko,Darko Collection
798,585,"Monsters, Inc.","Monsters, Inc. Collection"
799,45964,When a Stranger Calls,When a Stranger Calls Collection
800,671,Harry Potter and the Philosopher's Stone,Harry Potter Collection
801,16085,Funny Girl,Fanny Brice Collection
802,16441,The Beastmaster,Beastmaster Collection
803,34388,Funeral in Berlin,Harry Palmer Collection
804,37835,The Exterminator,The Exterminator Collection
805,26398,At the Earth's Core,Caprona Collection
806,10649,The Enforcer,Dirty Harry Collection
807,27591,The People That Time Forgot,Caprona Collection
808,10650,Sudden Impact,Dirty Harry Collection
809,8007,Behind Enemy Lines,Behind Enemy Lines Collection
810,161,Ocean's Eleven,Ocean's Collection
811,1649,Bill & Ted's Bogus Journey,Bill & Ted's Most Excellent Collection
812,120,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings Collection
813,12593,Fritz the Cat,Fritz the Cat Collection
814,14683,The Nine Lives of Fritz the Cat,Fritz the Cat Collection
815,45491,Yu pu tuan zhi: Tou qing bao jian,Sex and Zen Collection
816,11595,Another 48 Hrs.,48 Hrs. Collection
817,9610,Conan the Destroyer,Conan the Barbarian Collection
818,150,48 Hrs.,48 Hrs. Collection
819,11528,The Sandlot,The Sandlot Collection
820,16690,Return to Never Land,Peter Pan Collection
821,39939,Super Troopers,Super Troopers Collection
822,39282,Funny Lady,Fanny Brice Collection
823,993,Sleuth,Sleuth Collection
824,11979,Queen of the Damned,The Vampire Chronicles
825,25006,State Property,State Property Collection
826,23479,The Bad News Bears,The Bad New Bears Collection
827,66946,The Bad News Bears Go to Japan,The Bad New Bears Collection
828,19050,The Bad News Bears in Breaking Training,The Bad New Bears Collection
829,108266,The Lone Ranger,The Lone Ranger (Clayton Moore) Collection
830,108267,The Lone Ranger and the Lost City of Gold,The Lone Ranger (Clayton Moore) Collection
831,15999,吸血鬼ハンターD ブラッドラスト,Vampire Hunter D Collection
832,13225,FernGully: The Last Rainforest,FernGully Collection
833,7219,Zombi 2,Zombi Collection
