,genre,keywords,director,popularity,tagline,original_title,imdb_id,id
135,crime thriller,and author based confilct country countryside daughter death drug dying england female generations house innkeeper london murder novel nudity on pool provence subway suspense swimming women writing,François Ozon,14.481103,"on the surface, all is calm",Swimming Pool,324133,135
136,drama romance thriller,at atomic bomb cellar daughter de espionage fbi film first intoxication janeiro love marriage millionaire nazis noir patriotism poison proposal rio sight staircase suspense undercover wine,Alfred Hitchcock,10.135111,notorious woman of affairs... adventurous man of the world,Notorious,38787,136
137,action comedy crime,amusement angeles beverly buddy camera car carousel chase chase coaster comedy cop counterfeit detective dirty explosion foot framed gunfight hills investigation los park rescue roller secret security sequel service shootout undercover violence weapon,John Landis,11.787784,,Beverly Hills Cop III,109254,137
138,comedy fantasy,car christianity crash faith gang god journalism love lovesickness moon moses new prayer responsability street,Tom Shadyac,15.947524,in bruce we trust,Bruce Almighty,315327,138
139,crime drama,abuse and corruption death gang laundering life lovesickness money opium rape sadistic sexual street,Sergio Leone,32.182851,"crime, passion and lust for power - sergio leone's explosive saga of gangland america.",Once Upon a Time in America,87843,139
140,drama romance,and autism canada car crash death dying film funeral hospital hostility independent responsibility revenge sadness small snow town unsociability,Marc Evans,11.556057,,Snow Cake,448124,140
141,action crime,basketball beauty cat catwoman comics corporation dc evil female lady masked protagonist russian sex sexism superhero superheroine white,Pitof,13.340272,catch her in imax,Catwoman,327554,141
142,action crime romance thriller,angeles cocaine drug father father film gun illegal los loss love mafia mexican of producer prostitution relationship son standoff violence,Tony Scott,17.189328,"stealing, cheating, killing. who said romance was dead?",True Romance,108399,142
143,crime mystery thriller,angeles blackmail confession detective fbi homicide los love murder neo-noir suspect teenager,Christopher Nolan,11.424974,a tough cop. a brilliant killer. an unspeakable crime.,Insomnia,278504,143
144,crime drama mystery thriller,abuse abuse arbitrary boston child child child law loss of past quarter reference repayment sexual sprite suppressed to workers',Clint Eastwood,12.602438,"we bury our sins, we wash them clean.",Mystic River,327056,144
145,action adventure comedy family,gadget,David Kellogg,11.677244,the greatest hero ever assembled.,Inspector Gadget,141369,145
146,western,and anti auction blackmail bounty bounty brother death dying harmonica hero hunter insanity loss of peasant sadness showdown spaghetti western,Sergio Leone,15.589351,there were three men in her life. one to take her... one to love her... and one to kill her.,C'era una volta il West,64116,146
147,comedy drama romance,berlin broadcast bureaucracy coma comunismo contra democratic father filmes german husband lenin loss loss mother news o of of patriotism police relationship republic single socialism state wall wife,Wolfgang Becker,10.605595,the german democratic republic lives on -- in 79 square meters!,"Good bye, Lenin!",301357,147
148,comedy drama romance,age and and arranged attempt banjo birthday cemetery cliff dead death death depression difference dying life life marriage midnight movie planning suicide suicide wealth wish,Hal Ashby,10.878112,they were meant to be. but exactly what they were meant to be is not quite clear.,Harold and Maude,67185,148
149,drama mystery,and ball christmas death eroticism free heterosexual illegal life love marijuana masked obsession orgy party prostitution sexual,Stanley Kubrick,13.268484,cruise. kidman. kubrick.,Eyes Wide Shut,120663,149
150,action drama,16th ambiguity battle century fencing japan looting moral peasant practice rice samurai village,Akira Kurosawa,15.01777,the mighty warriors who became the seven national heroes of a small town,七人の侍,47478,150
151,action fiction horror science thriller,alien android beheading biology countdown cowardice dystopia female giger h. marine outer parasite protagonist r. space space space space spaceship suit xenomorph,Ridley Scott,23.37742,in space no one can hear you scream.,Alien,78748,151
152,comedy drama romance,assistant editor-in-chief entrant fashion fasion interview job job journal journalism journalist of paris world,David Frankel,13.102384,meet andy sachs. a million girls would kill to have her job. she's not one of them.,The Devil Wears Prada,458352,152
153,drama romance,abuse alcohol and drug education family fictitious germany hamburg homicide living love marriage religion religious roomate supernatural together turkish,Fatih Akin,10.234986,,Gegen die Wand,347048,153
154,action fantasy,bird cage christmas christmas circus city city comics corruption crime dark dc deformed double evil fictional fighter gotham hallucination hero holiday holiday life powers super super superhero tree vigilante villain violence,Tim Burton,15.001681,"the bat, the cat, the penguin.",Batman Returns,103776,154
155,horror,alcoholic boiler booby child disfigurement dreams medical murderer nightmare room slasher sleep supernatural teenager test trap trapped,Wes Craven,13.694713,"if nancy doesn't wake up screaming, she won't wake up at all!",A Nightmare on Elm Street,87800,155
156,comedy crime comedy crime,and arizona baby birth pregnancy supermarket and arizona baby birth pregnancy supermarket,Joel Coen,14.011415,their lawless years are behind them. their child-rearing years lay ahead...,Raising Arizona,93822,156
157,drama,autism car convertible dealer disabled duringcreditsstinger egocentrism father individual loss mentally of psychiatrist savant travel yuppie,Barry Levinson,11.267467,a journey through understanding and fellowship.,Rain Man,95953,157
158,crime drama thriller,background bank case court document financial heist kidnapping manager nazi transactions ultimatum,Spike Lee,13.393548,it looked like the perfect bank robbery. but you can't judge a crime by its cover.,Inside Man,454848,158
159,drama,anonymity case class court court courtroom death father group heat innocence judge jurors murder penalty puerto rican sultriness,Sidney Lumet,16.503959,life is in their hands. death is on their minds.,12 Angry Men,50083,159
160,western,gang greed hostility murder of spaghetti victim war western,Sergio Leone,12.429704,"in his own way he is perhaps, the most dangerous man who ever lived!",Per un pugno di dollari,58461,160
161,action crime thriller,aftercreditsstinger and and brother brother daughter duringcreditsstinger hate justice katana mother rage relationship right role single swordplay,Quentin Tarantino,21.533072,the bride is back for the final cut.,Kill Bill: Vol. 2,378194,161
162,action adventure fiction science,alien laserpointer marine praise predator pyramid saving space the world xenomorph,Paul W.S. Anderson,12.636205,whoever wins... we lose,AVP: Alien vs. Predator,370263,162
163,comedy drama romance,angeles answering childhood culture difficult digger ecstasy epilepsy expensive grave jersey lethargy los loss machine marijuana mother new of paraplegic pop psychiatrist restaurant single strangeness unsociability,Zach Braff,11.630809,,Garden State,333766,163
164,mystery thriller,and auto bdsm bed bedroom bisexuality cigarette dancing dangerous death detective dying erotic eroticism ex-lover fatale female femme francisco gun jealousy lover male menace murder murder nudity nudity nudity obsession of orgasm planned police psychopath sadism sadistic san sexual sociopath striptease suspicion thriller underwear,Paul Verhoeven,16.628427,a brutal murder. a brilliant killer. a cop who can't resist the danger.,Basic Instinct,103772,164
165,comedy drama,african age american anti atlanta black car chauffeur individual jewish old people semitism widow,Bruce Beresford,10.703677,"the funny, touching and totally irresistible story of a working relationship that became a 25-year friendship.",Driving Miss Daisy,97239,165
